t_s,M_px,Rg_px,R95seed_px,Rmaxseed_px,circ_cx_px,circ_cy_px,circ_R_px,edge,n_comp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,127.0,15.619546726473208,29.190742455382278,30.610455730027933,390.5,297.0,25.985671997070312,0.0,3.0
3.0,5355.0,41.470304648549764,86.06450867090162,95.13148795220224,372.8210144042969,341.92535400390625,62.756465911865234,0.0,1.0
3.5,6191.0,42.8469795131671,87.5728268357257,96.62815324738438,372.9965515136719,341.70806884765625,63.84667205810547,0.0,1.0
4.0,6547.0,43.474344372031624,88.45903006477066,98.00510190801293,373.3970642089844,341.5,64.73867797851562,0.0,1.0
4.5,6901.0,43.94270993956189,88.52683209061533,98.08159868191383,373.8073425292969,340.82781982421875,65.96453094482422,0.0,1.0
5.0,7689.0,46.42441057965008,88.28136831914918,99.24716620639605,353.4587707519531,341.04132080078125,75.4976577758789,0.0,1.0
5.5,8389.0,48.1289459664826,89.82204629154248,99.50376877284599,352.8463439941406,339.8116455078125,77.86399841308594,0.0,1.0
6.0,9128.0,49.503491024968646,91.2414379544733,101.59724405711013,353.7268981933594,338.0541076660156,80.02296447753906,0.0,1.0
6.5,9666.0,50.681592112186124,92.86413517312472,103.07764064044152,353.2663879394531,338.3421630859375,81.40360260009766,0.0,1.0
7.0,10584.0,52.08954599363663,95.0741808958774,107.11675872616759,353.2547912597656,338.6178283691406,83.02732849121094,0.0,1.0
7.5,11465.0,53.86131732492481,97.67292357659824,119.06720791217035,350.6786193847656,339.78839111328125,87.22364044189453,0.0,1.0
8.0,12329.0,55.265301544642135,100.60318086422517,123.3288287465668,350.1589660644531,340.3923645019531,89.54535675048828,0.0,1.0
8.5,12896.0,56.1319945274107,101.17806086301516,123.3288287465668,351.8044128417969,339.7984313964844,90.97250366210938,0.0,1.0
9.0,13672.0,57.5618657127151,103.97090606243698,127.66362050325849,351.0650329589844,339.4204406738281,92.90946960449219,0.0,1.0
9.5,14504.0,58.67871033659348,105.25730329248873,126.66885963013956,352.05169677734375,339.3030090332031,93.28797149658203,0.0,1.0
10.0,15477.0,60.59068650593438,109.65856099730654,148.00675660252813,345.1173095703125,341.11016845703125,99.82801055908203,0.0,1.0
10.5,16230.0,61.78485665110736,111.3840189650185,149.61617559608987,344.69232177734375,339.6959533691406,101.44139862060547,0.0,1.0
11.0,16799.0,62.38614168990331,111.76179987703357,150.57224179774968,345.2400817871094,338.79241943359375,103.0897216796875,0.0,1.0
11.5,17580.0,63.88537186747146,115.95365443970881,154.27572718998928,343.1856384277344,336.4779968261719,105.8149185180664,0.0,1.0
12.0,18093.0,64.57568071153153,117.00427342623003,155.08062419270823,343.1347351074219,335.7831726074219,106.5342788696289,0.0,1.0
12.5,18502.0,65.16270977482723,117.71023731664235,155.08062419270823,343.7510986328125,336.6365661621094,107.25306701660156,0.0,1.0
13.0,18965.0,65.9206242610788,119.26860441876563,156.21779668142807,344.0538330078125,336.571044921875,107.56074523925781,0.0,1.0
13.5,19460.0,66.58094588740964,120.61923561356207,155.93909067324972,344.340576171875,336.5951232910156,107.84379577636719,0.0,1.0
14.0,19955.0,67.34257294683961,121.59769734661919,155.93909067324972,345.32000732421875,339.3082580566406,108.66825866699219,0.0,1.0
14.5,20552.0,68.11084052393119,123.47975501493735,157.16551784663199,346.0,341.9456481933594,109.18682861328125,0.0,1.0
15.0,20969.0,68.5825047769812,124.1958131182774,157.16551784663199,346.4216613769531,340.5036315917969,109.82443237304688,0.0,1.0
15.5,21438.0,69.21251154088301,124.95919216339034,157.16551784663199,346.8562316894531,341.32977294921875,110.12540435791016,0.0,1.0
16.0,21892.0,69.81135262896807,125.32358118087753,157.16551784663199,347.4612121582031,342.00482177734375,111.0071792602539,0.0,1.0
16.5,22457.0,70.6076233387389,127.00551165237363,158.11388300841898,346.6086730957031,342.24383544921875,111.65587615966797,0.0,1.0
17.0,22946.0,71.00641017524661,126.38433447227548,158.14550262337528,347.302001953125,341.8705749511719,112.33878326416016,0.0,1.0
17.5,23459.0,71.6702658209372,127.3184982632139,157.8923684032892,347.27069091796875,341.61370849609375,113.3988037109375,0.0,1.0
18.0,23766.0,72.07043360357008,127.80747148553718,157.16551784663199,347.4002685546875,340.39752197265625,113.48562622070312,0.0,1.0
18.5,24205.0,72.58008432289702,127.9812431285111,158.11388300841898,348.04052734375,340.3648681640625,114.04882049560547,0.0,1.0
19.0,24670.0,73.08559625365262,128.39003076563228,156.92354826475216,348.4286193847656,339.5309753417969,114.4553451538086,0.0,1.0
19.5,25162.0,73.72115195870268,129.75746606650424,158.86157496386593,347.77789306640625,338.30169677734375,115.80086517333984,0.0,1.0
20.0,25523.0,74.21318356589364,130.38404810405297,159.8311609167624,348.43670654296875,337.76177978515625,116.80269622802734,0.0,1.0
20.5,25980.0,74.70605946280584,130.86252328302402,160.46183346827368,347.4316101074219,338.0226745605469,118.44900512695312,0.0,1.0
21.0,26388.0,75.14183563437601,131.30879635424276,163.41664541900252,346.2021789550781,338.489013671875,120.22807312011719,0.0,1.0
21.5,26861.0,75.76902913620437,131.93938001976514,161.7714437099453,347.7130432128906,338.6064453125,119.74150085449219,0.0,1.0
22.0,27136.0,76.08942573824379,132.01893803541975,163.41664541900252,346.7886657714844,338.634033203125,120.81746673583984,0.0,1.0
22.5,27308.0,76.4350853978136,132.4188403140031,160.22796260328596,349.3947448730469,338.1411437988281,119.40933990478516,0.0,1.0
